"Inspection","Permit_ID","Date","Time","Inspection_Type","Critical_Violations","Non_Critical_Violations","Critical_Violations_Corrected_On_Site","Critical_Violations_To_Be_Resolved","Non_Critical_Violations_Corrected_On_Site","Non_Critical_Violations_To_Be_Resolved"
8171,4231,"2010-8-3","11:00","Follow-up","0","0","0","0","0","0"
8175,5060,"2010-5-25","13:45","Routine","0","3","0","0","0","0"
8176,2076,"2010-8-4","13:30","Complaint","4","2","0","0","0","0"
8177,1324,"2010-8-4","14:30","Routine","1","2","0","0","1","0"
8178,3338,"2010-07-30","10:15","Complaint","1","2","0","1","1","1"
8180,5061,"2010-8-4","11:00","Routine","3","2","0","0","0","0"
8181,5062,"2010-5-20","14:00","License Renewal","1","1","0","0","0","0"
8182,3243,"2010-07-30","11:35","Complaint","1","0","0","0","0","0"
8183,1491,"2010-8-2","10:15","Routine","2","2","0","0","0","0"
8184,1610,"2010-6-2","12:05","Routine","1","0","0","0","0","0"
8188,3304,"2010-07-28","10:20","ownership change","0","1","0","0","0","0"
8191,5065,"2010-7-15","09:45","Routine","2","0","0","0","0","0"
8192,2559,"2010-7-26","11:05","Follow-up","0","0","0","0","0","0"
8193,3716,"2010-6-14","14:10","Routine","2","1","0","0","0","0"
8194,2807,"2010-8-5","10:15","Follow-up","0","0","0","0","0","0"
8195,1904,"2010-7-30","10:35","Routine","4","3","0","0","0","0"
8198,5067,"2010-7-20","10:30","Follow-up","0","0","0","0","0","0"
8201,5045,"2010-8-5","12:50","Restoration","0","0","0","0","0","0"
8203,1839,"2010-7-23","10:15","Routine","1","1","1","0","1","0"
8207,3208,"2010-06-10","10:30","Routine","1","0","1","0","0","0"
8208,1620,"2010-7-27","12:20","Follow-up","0","2","0","0","1","0"
8209,3240,"2010-06-10","11:35","Routine","1","0","1","0","0","0"
8210,3452,"2010-7-20","12:30","Follow-up","0","0","0","0","0","0"
8213,2277,"2010-8-5","14:30","Routine","1","3","1","0","0","0"
8214,3440,"2010-06-10","13:15","License Renewal","0","0","0","0","0","0"
8215,1736,"2010-6-30","13:10","Follow-up","0","0","0","0","0","0"
8218,3399,"2010-06-10","14:10","Routine","1","0","1","0","0","0"
8220,3310,"2010-6-10","15:20","Follow-up","0","0","0","0","0","0"
8221,5070,"2010-8-5","11:30","Complaint","0","1","0","0","0","0"
8223,5068,"2010-6-18","13:30","Follow-up","0","0","0","0","0","0"
8228,2996,"2010-7-15","13:10","Follow-up","0","0","0","0","0","0"
8229,4069,"2010-6-30","14:30","Routine","3","0","0","0","0","0"
8231,1460,"2010-4-10","15:30","License Renewal","2","5","2","0","3","0"
8232,3504,"2010-6-9","13:35","Routine","1","1","1","0","1","0"
8233,4069,"2010-7-9","11:35","Follow-up","0","0","0","0","0","0"
8234,5072,"2010-5-25","11:15","Routine","1","4","0","0","1","0"
8235,2508,"2010-06-09","14:40","Routine","1","0","0","0","0","0"
8240,1031,"2010-6-9","10:55","Routine","1","2","0","0","0","0"
8242,1031,"2010-7-26","10:40","Follow-up","0","0","0","0","0","0"
8245,1816,"2010-06-08","13:35","Complaint","0","0","0","0","0","0"
8246,5073,"2010-7-27","14:00","Routine","1","1","1","0","1","0"
8248,2279,"2010-6-17","14:25","Follow-up","0","0","0","0","0","0"
8249,2774,"2010-06-07","15:00","Routine","4","0","0","0","0","0"
8250,2710,"2010-06-07","12:20","License Renewal","1","0","1","0","0","0"
8251,2567,"2010-06-07","11:20","License Renewal","2","0","2","0","0","0"
8253,1982,"2010-06-07","10:10","Routine","0","0","0","0","0","0"
8254,4903,"2010-06-04","10:25","Routine","1","1","0","0","0","0"
8256,3400,"2010-06-03","10:45","Routine","0","2","0","0","0","0"
8257,2807,"2010-7-13","11:30","Complaint","3","1","1","0","0","0"
8259,3402,"2010-06-03","11:45","Routine","2","1","1","0","0","0"
8260,3452,"2010-07-13","14:35","Complaint","4","4","2","0","0","0"
8263,2996,"2010-7-12","12:20","License Renewal","2","4","1","0","1","0"
8274,2074,"2010-8-6","12:15","Follow-up","0","0","0","0","0","0"
8277,2223,"2010-8-6","14:15","Routine","1","1","0","0","0","0"
8278,1969,"2010-5-20","11:30","License Renewal","5","1","1","0","0","0"
8282,5080,"2010-5-21","13:00","License Renewal","0","2","0","0","0","0"
8290,5085,"2009-12-15","14:45","Routine","2","1","0","0","0","0"
8291,5085,"2010-4-21","14:30","Routine","1","0","0","0","0","0"
8297,1423,"2010-4-10","18:45","Routine","0","1","0","0","1","0"
8298,5090,"2010-4-10","18:45","Routine","0","1","0","0","1","0"
8300,1425,"2010-4-10","18:45","Routine","0","2","0","0","2","0"
8304,5091,"2010-5-7","10:30","Routine","1","0","0","0","0","0"
8309,3466,"2010-4-11","12:30","Routine","0","2","0","0","2","0"
8313,3721,"2010-6-3","15:25","License Renewal","1","0","1","0","0","0"
8314,4403,"2010-7-29","10:45","Routine","2","5","0","0","0","0"
8316,3637,"2010-7-29","11:35","Routine","2","2","0","0","0","0"
8318,2834,"2010-6-14","15:15","Routine","2","1","0","0","0","0"
8319,4910,"2010-7-28","13:10","Follow-up","0","0","0","0","0","0"
8320,2920,"2010-6-15","13:55","Follow-up","0","0","0","0","0","0"
8323,4356,"2010-6-8","13:50","Routine","4","3","2","0","1","0"
8332,3338,"2010-8-9","12:55","Follow-up","0","0","0","0","0","0"
8333,5036,"2010-8-9","11:20","Follow-up","0","1","0","0","0","0"
8334,684,"2010-8-9","15:30","Complaint","3","5","1","0","0","0"
8335,2512,"2010-6-15","12:30","Routine","9","12","5","0","1","0"
8336,2512,"2010-6-21","11:00","Follow-up","1","0","1","0","0","0"
8337,5058,"2010-8-9","14:45","Follow-up","0","0","0","0","0","0"
8338,1746,"2010-8-9","13:30","Follow-up","0","0","0","0","0","0"
8339,5097,"2010-8-9","10:45","Follow-up","0","0","0","0","0","0"
8340,2512,"2010-8-2","11:00","Follow-up","0","2","0","0","0","2"
8341,5098,"2010-8-9","12:00","Follow-up","0","0","0","0","0","0"
8342,4527,"2010-8-9","14:00","Complaint","7","15","2","0","0","0"
8344,3243,"2010-8-9","12:00","Follow-up","0","0","0","0","0","0"
8346,2834,"2010-7-8","10:10","Follow-up","0","0","0","0","0","0"
8347,4201,"2010-7-23","10:35","Routine","2","0","0","0","0","0"
8348,1904,"2010-8-9","10:15","Follow-up","1","0","1","0","0","0"
8349,4035,"2010-8-6","12:15","Routine","1","1","1","0","0","0"
8352,3237,"2010-7-8","10:30","Routine","1","0","1","0","0","0"
8353,4376,"2010-7-29","13:35","Routine","2","1","0","0","0","0"
8355,4028,"2010-8-10","11:00","Routine","4","0","0","0","0","0"
8356,5034,"2010-6-1","13:15","Follow-up","0","0","0","0","0","0"
8358,5099,"2010-8-10","12:00","Complaint","0","1","0","0","0","0"
8359,1620,"2010-6-15","11:30","Routine","2","0","0","0","0","0"
8360,858,"2010-7-29","11:50","Follow-up","0","0","0","0","0","0"
8361,1479,"2010-8-9","12:00","Follow-up","2","0","2","0","0","0"
8365,3629,"2010-6-14","11:30","Follow-up","2","0","0","0","0","0"
8366,2713,"2010-6-21","12:25","Follow-up","0","0","0","0","0","0"
8368,2510,"2010-8-2","13:25","Follow-up","0","0","0","0","0","0"
8370,684,"2010-8-10","15:50","Complaint","0","0","0","0","0","0"
8371,1872,"2010-5-26","14:45","License Renewal","1","1","0","0","0","0"
8372,5102,"2010-5-27","11:00","License Renewal","0","2","0","0","1","0"
8373,5103,"2010-5-27","10:00","License Renewal","0","0","0","0","0","0"
8381,1610,"2010-6-10","12:45","Follow-up","0","0","0","0","0","0"
8384,5106,"2010-8-9","11:05","Preoperational","1","1","1","0","0","0"
8386,3050,"2010-6-21","15:40","Routine","0","0","0","0","0","0"
8387,2464,"2010-6-15","14:35","Routine","2","0","0","0","0","0"
8388,4692,"2010-8-10","11:05","Complaint","1","2","1","0","0","0"
8390,4832,"2010-7-27","10:00","Preoperational","0","1","0","0","1","0"
8394,726,"2010-6-16","10:00","Complaint","0","4","0","0","4","0"
8398,5108,"2010-8-11","11:45","License Renewal","0","0","0","0","0","0"
8399,2510,"2010-6-16","11:35","Routine","6","10","1","0","3","0"
8405,5111,"2010-7-30","14:15","Routine","0","4","0","0","0","0"
8409,5112,"2010-5-28","11:30","License Renewal","0","1","0","0","0","0"
8410,2306,"2010-8-11","11:00","Complaint","3","2","1","0","0","0"
8413,1006,"2010-6-14",": PM","Routine","2","3","0","0","0","0"
8414,2064,"2010-8-11","13:00","Complaint","3","0","0","0","0","0"
8416,2511,"2010-6-21","13:10","Routine","6","12","1","0","0","0"
8417,2454,"2010-6-25","14:00","Complaint","8","15","3","0","0","0"
8419,5114,"2010-8-11","17:15","License Renewal","1","6","1","0","3","0"
8421,4620,"2010-8-10","16:30","Follow-up","0","0","0","0","0","0"
8425,5116,"2010-8-11","11:00","Complaint","1","3","0","0","0","0"
8427,3360,"2010-4-5","01:50","License Renewal","1","0","0","0","0","0"
8428,3510,"2010-4-5","15:10","Follow-up","1","0","0","0","0","0"
8434,4256,"2010-8-12","10:05","Follow-up","0","0","0","0","0","0"
8435,5121,"2010-6-14","10:30","Routine","3","0","1","0","0","0"
8439,3447,"2010-8-2","12:00","License Renewal","2","1","2","0","1","0"
8441,5124,"2010-5-21","12:30","Follow-up","0","0","0","0","0","0"
8442,3740,"2010-7-29","10:30","Routine","3","7","0","2","3","0"
8446,5125,"2010-5-21","14:15","License Renewal","0","2","0","0","0","0"
8448,1428,"2010-8-12","10:00","Routine","5","1","2","0","0","0"
8450,5129,"2010-6-29","11:05","Preoperational","0","0","0","0","0","0"
8451,1324,"2010-8-10","14:00","Follow-up","0","0","0","0","0","0"
8453,4903,"2010-6-21","13:45","Follow-up","0","0","0","0","0","0"
8454,2585,"2010-6-16","13:50","Follow-up","0","0","0","0","0","0"
8459,1969,"2010-8-13","11:00","Routine","1","2","0","0","1","0"
8460,5131,"2010-8-13","12:15","Routine","4","4","3","0","3","0"
8461,5130,"2010-8-13","10:30","License Renewal","1","0","1","0","0","0"
8462,4026,"2010-8-13","10:00","Routine","4","1","0","0","0","0"
8463,972,"2010-6-15","11:45","Routine","1","5","0","0","2","0"
8466,5132,"2010-7-28","11:25","Complaint","3","1","3","0","1","0"
8467,3500,"2010-6-3","14:20","Routine","2","3","0","0","1","0"
8468,3636,"2010-4-15","14:45","License Renewal","4","3","2","0","1","0"
8469,3636,"2010-4-23","12:55","Follow-up","1","0","0","1","0","0"
8470,1825,"2010-4-15","10:45","License Renewal","4","4","2","0","1","0"
8471,3185,"2010-6-14","11:35","Routine","3","1","3","0","1","0"
8472,3211,"2010-6-14","12:40","Routine","2","0","2","0","0","0"
8474,3266,"2010-6-17","13:45","Routine","2","2","2","0","2","0"
8475,5133,"2010-6-17","14:55","Follow-up","0","0","0","0","0","0"
8476,3500,"2010-6-17","15:35","Follow-up","0","0","0","0","0","0"
8477,5134,"2010-5-17","11:45","Follow-up","0","0","0","0","0","0"
8478,1321,"2010-6-17","10:20","License Renewal","2","2","0","0","0","2"
8479,5136,"2010-7-9","11:50","Follow-up","0","0","0","0","0","0"
8480,5137,"2010-07-08","00:00","Routine","1","1","0","1","0","0"
8481,1321,"2010-7-7","12:30","Follow-up","0","0","0","0","0","0"
8482,5135,"2010-5-19","13:45","License Renewal","1","2","1","0","1","0"
8485,3046,"2010-6-21","14:35","Routine","3","2","0","3","0","1"
8486,5136,"2010-6-16","12:15","Routine","4","1","1","3","0","1"
8488,2585,"2010-6-15","12:25","License Renewal","2","2","0","1","1","0"
8490,1054,"2010-4-26","14:25","Complaint","3","3","2","0","1","0"
8496,1825,"2010-4-23","12:35","Follow-up","0","0","0","0","0","0"
8497,3591,"2010-4-22","11:30","Follow-up","0","0","0","0","0","0"
8498,1079,"2010-4-22","15:10","Follow-up","1","0","0","1","0","0"
8500,1840,"2010-4-22","12:55","Follow-up","0","0","0","0","0","0"
8501,4574,"2010-8-16","10:10","Routine","2","1","0","0","0","0"
8502,5140,"2010-8-16","11:45","Follow-up","0","1","0","0","0","0"
8506,3730,"2010-8-16","16:20","Follow-up","0","0","0","0","0","0"
8507,3634,"2010-8-16","13:20","Routine","3","2","1","0","2","0"
8508,2085,"2010-8-16","12:45","License Renewal","1","1","1","0","0","0"
8510,4576,"2010-8-16","12:20","Routine","5","0","0","0","0","0"
8512,3980,"2010-6-1","12:00","License Renewal","0","0","0","0","0","0"
8518,3093,"2010-6-3","10:45","License Renewal","1","0","0","0","0","0"
8524,1337,"2010-8-16","23:15","Routine","4","1","2","0","0","0"
8528,5146,"2010-8-17","10:30","License Renewal","1","0","1","0","0","0"
8530,5147,"2010-6-11","10:30","License Renewal","1","1","0","0","0","0"
8532,5149,"2010-6-11","11:00","Preoperational","0","1","0","0","0","0"
8533,3510,"2010-6-28","10:45","Complaint","11","12","6","0","1","0"
8536,1564,"2010-8-17","14:00","License Renewal","1","1","1","0","1","0"
8544,2663,"2010-6-9","15:00","Follow-up","0","0","0","0","0","0"
8546,2195,"2010-6-4","11:45","Routine","0","2","0","0","0","0"
8547,2195,"2010-6-9","14:45","Follow-up","0","0","0","0","0","0"
8548,1971,"2010-6-4","14:45","Routine","1","0","0","0","0","0"
8549,2961,"2010-8-17","13:25","Routine","5","5","0","0","0","0"
8550,5150,"2010-6-7","11:45","License Renewal","0","1","0","0","0","0"
8553,3654,"2010-8-17","13:30","Follow-up","0","0","0","0","0","0"
8554,4574,"2010-8-17","10:30","Restoration","0","0","0","0","0","0"
8555,3683,"2010-8-17","14:00","Follow-up","0","0","0","0","0","0"
8557,4899,"2010-8-17","10:45","Routine","0","5","0","0","3","0"
8563,4539,"2010-8-17","11:45","Routine","4","0","0","0","0","0"
8565,1726,"2010-8-17","12:40","Routine","4","3","3","0","0","0"
8566,4624,"2010-8-12","09:15","Follow-up","1","0","0","1","0","0"
8568,1333,"2010-8-18","22:05","Routine","2","2","0","0","1","0"
8572,3156,"2010-8-18","00:15","rent part of kitchen","0","0","0","0","0","0"
8573,2320,"2010-8-18","14:40","Routine","2","2","2","0","0","0"
8574,4906,"2010-8-18","10:45","Routine","1","0","0","0","0","0"
8576,3542,"2010-8-18","23:50","Complaint","0","2","0","0","2","0"
8577,2692,"2010-8-18","11:45","Routine","1","0","1","0","0","0"
8580,1831,"2010-8-18","22:50","License Renewal","2","2","1","0","1","0"
8582,5154,"2010-8-18","10:30","License Renewal","0","0","0","0","0","0"
8583,2691,"2010-8-18","12:30","Routine","1","0","0","0","0","0"
8585,5036,"2010-8-18","12:35","Follow-up","0","1","0","0","0","0"
8586,4527,"2010-8-18","03:00","Follow-up","0","0","0","0","0","0"
8587,1403,"2010-8-18","10:00","Routine","1","5","0","0","1","0"
8589,4888,"2010-8-18","11:35","Routine","7","14","3","0","4","0"
8590,1389,"2010-8-18","14:35","Routine","10","10","6","0","1","0"
8591,2690,"2010-8-19","13:00","Routine","0","0","0","0","0","0"
8594,2981,"2010-8-11","11:25","Complaint","2","3","0","0","1","0"
8596,4366,"2010-4-6","12:40","Follow-up","0","0","0","0","0","0"
8597,2965,"2010-8-17","12:40","Routine","5","4","0","0","0","0"
8599,1284,"2010-8-19","11:45","Complaint","0","3","0","0","0","0"
8604,4617,"2010-4-7","13:30","Follow-up","0","0","0","0","0","0"
8606,1144,"2010-4-7","10:35","Routine","0","1","0","0","1","0"
8609,4887,"2010-8-19","13:15","Routine","7","13","6","0","3","0"
8612,2962,"2010-8-17","11:00","Routine","3","5","0","0","0","0"
8613,1256,"2010-8-19","11:45","Complaint","3","5","1","0","1","0"
8614,1498,"2010-8-19","14:00","Routine","0","0","0","0","0","0"
8615,3528,"2010-8-19","15:00","Routine","1","1","0","0","1","0"
8616,2981,"2010-8-20","22:40","Follow-up","0","0","0","0","0","0"
8617,2731,"2010-7-8","14:35","License Reneal","0","1","0","0","1","0"
8618,5158,"2010-8-19","11:30","Routine","3","0","2","0","0","0"
8619,4264,"2010-6-16","14:45","Complaint","2","4","0","0","0","0"
8620,3069,"2010-07-19","00:00","Routine","2","1","2","0","0","0"
8630,4027,"2010-8-20","13:30","Follow-up","0","0","0","0","0","0"
8631,1678,"2010-8-20","12:15","Routine","2","2","2","0","2","0"
8635,3174,"2010-8-20","12:00","License Renewal","0","5","0","0","2","0"
8637,1266,"2010-8-20","12:30","Routine","6","9","1","0","5","0"
8640,5166,"2010-7-12","11:25","Routine","2","2","2","0","2","0"
8641,3202,"2010-7-12","13:05","Routine","0","1","0","0","1","0"
8642,3015,"2010-7-12","13:45","Routine","1","1","1","0","1","0"
8643,5167,"2010-07-09","00:00","Complaint","4","3","4","2","2","0"
8644,5167,"2010-7-16","13:00","Follow-up","0","0","0","0","0","0"
8645,2580,"2010-7-9","12:35","Routine","1","4","0","0","0","0"
8646,2580,"2010-7-15","14:00","Follow-up","1","0","1","1","0","0"
8649,5169,"2010-08-13","10:30","Follow-up","1","1","1","0","1","0"
8650,2562,"2010-8-20","10:30","Change of Ownership","1","2","1","0","0","0"
8653,2884,"2010-6-7","13:15","License Renewal","1","3","1","0","1","0"
8656,3518,"2010-6-3","20:55","Routine","1","2","1","0","1","0"
8658,784,"2010-8-20","13:45","Follow-up","0","0","0","0","0","0"
8659,3310,"2010-6-2","11:05","License Renewal","3","2","1","0","0","0"
8660,5133,"2010-6-3","12:45","Routine","1","1","0","0","0","0"
8663,5170,"2010-6-2","10:30","License Renewal","1","1","1","0","0","0"
8664,5171,"2010-8-2","12:00","License Renewal","2","0","0","0","0","0"
8666,745,"2010-8-6","14:30","Follow-up","0","0","0","0","0","0"
8668,5172,"2010-08-12","11:00","Routine","3","2","0","0","0","0"
8669,2919,"2010-6-7","14:40","Routine","0","2","0","0","1","0"
8670,2824,"2010-6-8","11:30","Routine","0","1","0","0","1","0"
8672,5158,"2010-8-23","11:30","Routine","3","0","2","0","0","0"
8679,3336,"2010-8-23","10:00","Follow-up","0","1","0","0","0","0"
8681,5137,"2010-8-23","12:30","Follow-up","0","0","0","0","0","0"
8682,3354,"2010-8-23","10:55","Follow-up","0","0","0","0","0","0"
8684,2494,"2010-8-20","13:10","Routine","1","1","1","0","1","0"
8685,3087,"2010-8-23","12:45","Routine","0","1","0","0","1","0"
8687,3533,"2010-8-23","13:35","Follow-up","0","1","0","0","0","0"
8689,2471,"2010-10-22","10:00","Follow-up","2","2","0","0","2","0"
8693,2197,"2010-8-23","12:30","Routine","1","1","1","0","1","0"
8695,1950,"2010-8-23","22:45","Routine","4","1","4","0","1","0"
8697,1661,"2010-7-28","14:40","Renewal","1","1","1","0","1","0"
8709,3458,"2010-8-24","11:00","Routine","2","4","0","0","2","0"
8712,1264,"2010-5-25","12:00","Routine","1","3","1","0","3","0"
8714,3507,"2010-8-24","10:55","Follow-up","0","0","0","0","0","0"
8715,2188,"2010-8-24","11:15","Follow-up","0","0","0","0","0","0"
8716,1921,"2010-8-24","12:40","Follow-up","0","0","0","0","0","0"
8720,862,"2010-8-23","13:30","Routine","5","7","0","0","0","0"
8728,2229,"2010-8-25","13:35","Follow-up","0","0","0","0","0","0"
8730,2646,"2010-6-29","12:00","Complaint","1","0","0","0","0","0"
8731,3245,"2010-8-24","14:00","License Renewal","1","0","1","0","0","0"
8732,2229,"2010-8-9","13:30","Follow-up","0","0","0","0","0","0"
8733,3637,"2010-8-24","11:10","Follow-up","2","2","0","0","0","0"
8734,2288,"2010-8-25","11:00","Follow-up","0","0","0","0","0","0"
8737,3850,"2010-8-25","11:50","Routine","0","2","0","0","1","0"
8738,5180,"2010-8-25","14:00","Routine","0","5","0","0","3","0"
8739,2076,"2010-8-25","11:55","Follow-up","0","0","0","0","0","0"
8743,2229,"2010-8-3","11:55","Complaint","4","3","1","0","1","0"
8747,5181,"2010-3-22","13:00","Follow-up","0","0","0","0","0","0"
8748,5183,"2010-4-14","11:30","Preoperational","0","0","0","0","0","0"
8757,2114,"2010-8-25","13:50","License Renewal","1","3","0","0","0","0"
8758,1179,"2010-8-26","11:05","Follow-up","0","1","0","0","0","0"
8759,4595,"2010-8-23","10:00","Follow-up","0","0","0","0","0","0"
8762,1623,"2010-8-26","13:30","License Renewal","2","9","2","0","3","0"
8763,3347,"2010-8-26","13:45","Routine","1","4","1","0","1","0"
8765,3468,"2010-08-26","15:10","License Renewal","0","3","0","0","3","0"
8766,733,"2010-8-26","11:45","Out of Business","0","0","0","0","0","0"
8767,3363,"2010-8-20","10:00","Preoperational","0","1","0","0","0","0"
8770,4498,"2010-8-27","10:00","Follow-up","0","0","0","0","0","0"
8772,1672,"2010-8-27","14:00","Follow-up","0","0","0","0","0","0"
8773,5126,"2010-6-29","10:40","Preoperational","0","0","0","0","0","0"
8774,5186,"2010-8-4","13:00","Routine","0","2","0","0","0","0"
8776,3079,"2010-7-29","11:15","Routine","0","2","0","0","1","0"
8780,612,"2010-4-14","13:35","Complaint","1","2","1","0","1","0"
8782,5188,"2010-4-14","12:45","Preoperational","1","2","1","0","0","0"
8784,1382,"2010-4-14","10:45","Follow-up","2","0","2","1","0","0"
